1	CNC1	0
2	CNC2	30
3	CNC3	88
4	CNC4	118
5	CNC5	176
6	CNC6	206
7	CNC7	264
8	CNC8	294
9	CNC1	669
10	CNC2	729
11	CNC3	817
12	CNC4	877
13	CNC5	965
14	CNC6	1025
15	CNC7	1113
16	CNC8	1173
17	CNC1	1368
18	CNC2	1428
19	CNC3	1516
20	CNC4	1576
21	CNC5	1664
22	CNC6	1724
23	CNC7	1812
24	CNC8	1872
25	CNC1	2067
26	CNC2	2127
27	CNC3	2215
28	CNC4	2275
29	CNC5	2363
30	CNC6	2423
31	CNC7	2511
32	CNC8	2571
33	CNC1	2766
34	CNC2	2826
35	CNC3	2914
36	CNC4	2974
37	CNC5	3062
38	CNC6	3122
39	CNC7	3210
40	CNC8	3270
41	CNC1	3465
42	CNC2	3525
43	CNC3	3613
44	CNC4	3673
45	CNC5	3761
46	CNC6	3821
47	CNC7	3909
48	CNC8	3969
49	CNC1	4164
50	CNC2	4224
51	CNC3	4312
52	CNC4	4372
53	CNC5	4460
54	CNC6	4520
55	CNC7	4608
56	CNC8	4668
57	CNC1	4863
58	CNC2	4923
59	CNC3	5011
60	CNC4	5071
61	CNC5	5159
62	CNC6	5219
63	CNC7	5307
64	CNC8	5367
65	CNC1	5562
66	CNC2	5622
67	CNC3	5710
68	CNC4	5770
69	CNC5	5858
70	CNC6	5918
71	CNC7	6006
72	CNC8	6066
73	CNC1	6261
74	CNC2	6321
75	CNC3	6409
76	CNC4	6469
77	CNC5	6557
78	CNC6	6617
79	CNC7	6705
80	CNC8	6765
81	CNC1	6960
82	CNC2	7020
83	CNC3	7108
84	CNC4	7168
85	CNC5	7256
86	CNC6	7316
87	CNC7	7404
88	CNC8	7464
89	CNC1	7659
90	CNC2	7719
91	CNC3	7807
92	CNC4	7867
93	CNC5	7955
94	CNC6	8015
95	CNC7	8103
96	CNC8	8163
97	CNC1	8358
98	CNC2	8418
99	CNC3	8506
100	CNC4	8566
101	CNC5	8654
102	CNC6	8714
103	CNC7	8802
104	CNC8	8862
105	CNC1	9057
106	CNC2	9117
107	CNC3	9205
108	CNC4	9265
109	CNC5	9353
110	CNC6	9413
111	CNC7	9501
112	CNC8	9561
113	CNC1	9756
114	CNC2	9816
115	CNC3	9904
116	CNC4	9964
117	CNC5	10052
118	CNC6	10112
119	CNC7	10200
120	CNC8	10260
121	CNC1	10455
122	CNC2	10515
123	CNC3	10603
124	CNC4	10663
125	CNC5	10751
126	CNC6	10811
127	CNC7	10899
128	CNC8	10959
129	CNC1	11154
130	CNC2	11214
131	CNC3	11302
132	CNC4	11362
133	CNC5	11450
134	CNC6	11510
135	CNC7	11598
136	CNC8	11658
137	CNC1	11853
138	CNC2	11913
139	CNC3	12001
140	CNC4	12061
141	CNC5	12149
142	CNC6	12209
143	CNC7	12297
144	CNC8	12357
145	CNC1	12552
146	CNC2	12612
147	CNC3	12700
148	CNC4	12760
149	CNC5	12848
150	CNC6	12908
151	CNC7	12996
152	CNC8	13056
153	CNC1	13251
154	CNC2	13311
155	CNC3	13399
156	CNC4	13459
157	CNC5	13547
158	CNC6	13607
159	CNC7	13695
160	CNC8	13755
161	CNC1	13950
162	CNC2	14010
163	CNC3	14098
164	CNC4	14158
165	CNC5	14246
166	CNC6	14306
167	CNC7	14394
168	CNC8	14454
169	CNC1	14649
170	CNC2	14709
171	CNC3	14797
172	CNC4	14857
173	CNC5	14945
174	CNC6	15005
175	CNC7	15093
176	CNC8	15153
177	CNC1	15348
178	CNC2	15408
179	CNC3	15496
180	CNC4	15556
181	CNC5	15644
182	CNC6	15704
183	CNC7	15792
184	CNC8	15852
185	CNC1	16047
186	CNC2	16107
187	CNC3	16195
188	CNC4	16255
189	CNC5	16343
190	CNC6	16403
191	CNC7	16491
192	CNC8	16551
193	CNC1	16746
194	CNC2	16806
195	CNC3	16894
196	CNC4	16954
197	CNC5	17042
198	CNC6	17102
199	CNC7	17190
200	CNC8	17250
201	CNC1	17445
202	CNC2	17505
203	CNC3	17593
204	CNC4	17653
205	CNC5	17741
206	CNC6	17801
207	CNC7	17889
208	CNC8	17949
209	CNC1	18144
210	CNC2	18204
211	CNC3	18292
212	CNC4	18352
213	CNC5	18440
214	CNC6	18500
215	CNC7	18588
216	CNC8	18648
217	CNC1	18843
218	CNC2	18903
219	CNC3	18991
220	CNC4	19051
221	CNC5	19139
222	CNC6	19199
223	CNC7	19287
224	CNC8	19347
225	CNC1	19542
226	CNC2	19602
227	CNC3	19690
228	CNC4	19750
229	CNC5	19838
230	CNC6	19898
231	CNC7	19986
232	CNC8	20046
233	CNC1	20241
234	CNC2	20301
235	CNC3	20389
236	CNC4	20449
237	CNC5	20537
238	CNC6	20597
239	CNC7	20685
240	CNC8	20745
241	CNC1	20940
242	CNC2	21000
243	CNC3	21088
244	CNC4	21148
245	CNC5	21236
246	CNC6	21296
247	CNC7	21384
248	CNC8	21444
249	CNC1	21639
250	CNC2	21699
251	CNC3	21787
252	CNC4	21847
253	CNC5	21935
254	CNC6	21995
255	CNC7	22083
256	CNC8	22143
257	CNC1	22338
258	CNC2	22398
259	CNC3	22486
260	CNC4	22546
261	CNC5	22634
262	CNC6	22694
263	CNC7	22782
264	CNC8	22842
265	CNC1	23037
266	CNC2	23097
267	CNC3	23185
268	CNC4	23245
269	CNC5	23333
270	CNC6	23393
271	CNC7	23481
272	CNC8	23541
273	CNC1	23736
274	CNC2	23796
275	CNC3	23884
276	CNC4	23944
277	CNC5	24032
278	CNC6	24092
279	CNC7	24180
280	CNC8	24240
281	CNC1	24435
282	CNC2	24495
283	CNC3	24583
284	CNC4	24643
285	CNC5	24731
286	CNC6	24791
287	CNC7	24879
288	CNC8	24939
289	CNC1	25134
290	CNC2	25194
291	CNC3	25282
292	CNC4	25342
293	CNC5	25430
294	CNC6	25490
295	CNC7	25578
296	CNC8	25638
297	CNC1	25833
298	CNC2	25893
299	CNC3	25981
300	CNC4	26041
301	CNC5	26129
302	CNC6	26189
303	CNC7	26277
304	CNC8	26337
305	CNC1	26532
306	CNC2	26592
307	CNC3	26680
308	CNC4	26740
309	CNC5	26828
310	CNC6	26888
311	CNC7	26976
312	CNC8	27036
313	CNC1	27231
314	CNC2	27291
315	CNC3	27379
316	CNC4	27439
317	CNC5	27527
318	CNC6	27587
319	CNC7	27675
320	CNC8	27735
321	CNC1	27930
322	CNC2	27990
323	CNC3	28078
324	CNC4	28138
325	CNC5	28226
326	CNC6	28286
327	CNC7	28374
328	CNC8	28434
329	CNC1	28629
330	CNC2	28689
331	CNC3	28777
