1	CNC1	0
2	CNC2	27
3	CNC3	77
4	CNC4	104
5	CNC5	154
6	CNC6	181
7	CNC7	231
8	CNC8	258
9	CNC1	618
10	CNC2	670
11	CNC3	745
12	CNC4	797
13	CNC5	872
14	CNC6	924
15	CNC7	999
16	CNC8	1051
17	CNC1	1261
18	CNC2	1313
19	CNC3	1388
20	CNC4	1440
21	CNC5	1515
22	CNC6	1567
23	CNC7	1642
24	CNC8	1694
25	CNC1	1904
26	CNC2	1956
27	CNC3	2031
28	CNC4	2083
29	CNC5	2158
30	CNC6	2210
31	CNC7	2285
32	CNC8	2337
33	CNC1	2547
34	CNC2	2599
35	CNC3	2674
36	CNC4	2726
37	CNC5	2801
38	CNC6	2853
39	CNC7	2928
40	CNC8	2980
41	CNC1	3190
42	CNC2	3242
43	CNC3	3317
44	CNC4	3369
45	CNC5	3444
46	CNC6	3496
47	CNC7	3571
48	CNC8	3623
49	CNC1	3833
50	CNC2	3885
51	CNC3	3960
52	CNC4	4012
53	CNC5	4087
54	CNC6	4139
55	CNC7	4214
56	CNC8	4266
57	CNC1	4476
58	CNC2	4528
59	CNC3	4603
60	CNC4	4655
61	CNC5	4730
62	CNC6	4782
63	CNC7	4857
64	CNC8	4909
65	CNC1	5119
66	CNC2	5171
67	CNC3	5246
68	CNC4	5298
69	CNC5	5373
70	CNC6	5425
71	CNC7	5500
72	CNC8	5552
73	CNC1	5762
74	CNC2	5814
75	CNC3	5889
76	CNC4	5941
77	CNC5	6016
78	CNC6	6068
79	CNC7	6143
80	CNC8	6195
81	CNC1	6405
82	CNC2	6457
83	CNC3	6532
84	CNC4	6584
85	CNC5	6659
86	CNC6	6711
87	CNC7	6786
88	CNC8	6838
89	CNC1	7048
90	CNC2	7100
91	CNC3	7175
92	CNC4	7227
93	CNC5	7302
94	CNC6	7354
95	CNC7	7429
96	CNC8	7481
97	CNC1	7691
98	CNC2	7743
99	CNC3	7818
100	CNC4	7870
101	CNC5	7945
102	CNC6	7997
103	CNC7	8072
104	CNC8	8124
105	CNC1	8334
106	CNC2	8386
107	CNC3	8461
108	CNC4	8513
109	CNC5	8588
110	CNC6	8640
111	CNC7	8715
112	CNC8	8767
113	CNC1	8977
114	CNC2	9029
115	CNC3	9104
116	CNC4	9156
117	CNC5	9231
118	CNC6	9283
119	CNC7	9358
120	CNC8	9410
121	CNC1	9620
122	CNC2	9672
123	CNC3	9747
124	CNC4	9799
125	CNC5	9874
126	CNC6	9926
127	CNC7	10001
128	CNC8	10053
129	CNC1	10263
130	CNC2	10315
131	CNC3	10390
132	CNC4	10442
133	CNC5	10517
134	CNC6	10569
135	CNC7	10644
136	CNC8	10696
137	CNC1	10906
138	CNC2	10958
139	CNC3	11033
140	CNC4	11085
141	CNC5	11160
142	CNC6	11212
143	CNC7	11287
144	CNC8	11339
145	CNC1	11549
146	CNC2	11601
147	CNC3	11676
148	CNC4	11728
149	CNC5	11803
150	CNC6	11855
151	CNC7	11930
152	CNC8	11982
153	CNC1	12192
154	CNC2	12244
155	CNC3	12319
156	CNC4	12371
157	CNC5	12446
158	CNC6	12498
159	CNC7	12573
160	CNC8	12625
161	CNC1	12835
162	CNC2	12887
163	CNC3	12962
164	CNC4	13014
165	CNC5	13089
166	CNC6	13141
167	CNC7	13216
168	CNC8	13268
169	CNC1	13478
170	CNC2	13530
171	CNC3	13605
172	CNC4	13657
173	CNC5	13732
174	CNC6	13784
175	CNC7	13859
176	CNC8	13911
177	CNC1	14121
178	CNC2	14173
179	CNC3	14248
180	CNC4	14300
181	CNC5	14375
182	CNC6	14427
183	CNC7	14502
184	CNC8	14554
185	CNC1	14764
186	CNC2	14816
187	CNC3	14891
188	CNC4	14943
189	CNC5	15018
190	CNC6	15070
191	CNC7	15145
192	CNC8	15197
193	CNC1	15407
194	CNC2	15459
195	CNC3	15534
196	CNC4	15586
197	CNC5	15661
198	CNC6	15713
199	CNC7	15788
200	CNC8	15840
201	CNC1	16050
202	CNC2	16102
203	CNC3	16177
204	CNC4	16229
205	CNC5	16304
206	CNC6	16356
207	CNC7	16431
208	CNC8	16483
209	CNC1	16693
210	CNC2	16745
211	CNC3	16820
