1	CNC1	0
2	CNC2	28
3	CNC3	79
4	CNC4	107
5	CNC5	158
6	CNC6	186
7	CNC7	237
8	CNC8	265
9	CNC1	634
10	CNC2	687
11	CNC3	763
12	CNC4	816
13	CNC5	892
14	CNC6	945
15	CNC7	1021
16	CNC8	1074
17	CNC1	1293
18	CNC2	1346
19	CNC3	1422
20	CNC4	1475
21	CNC5	1551
22	CNC6	1604
23	CNC7	1680
24	CNC8	1733
25	CNC1	1952
26	CNC2	2005
27	CNC3	2081
28	CNC4	2134
29	CNC5	2210
30	CNC6	2263
31	CNC7	2339
32	CNC8	2392
33	CNC1	2611
34	CNC2	2664
35	CNC3	2740
36	CNC4	2793
37	CNC5	2869
38	CNC6	2922
39	CNC7	2998
40	CNC8	3051
41	CNC1	3270
42	CNC2	3323
43	CNC3	3399
44	CNC4	3452
45	CNC5	3528
46	CNC6	3581
47	CNC7	3657
48	CNC8	3710
49	CNC1	3929
50	CNC2	3982
51	CNC3	4058
52	CNC4	4111
53	CNC5	4187
54	CNC6	4240
55	CNC7	4316
56	CNC8	4369
57	CNC1	4588
58	CNC2	4641
59	CNC3	4717
60	CNC4	4770
61	CNC5	4846
62	CNC6	4899
63	CNC7	4975
64	CNC8	5028
65	CNC1	5247
66	CNC2	5300
67	CNC3	5376
68	CNC4	5429
69	CNC5	5505
70	CNC6	5558
71	CNC7	5634
72	CNC8	5687
73	CNC1	5906
74	CNC2	5959
75	CNC3	6035
76	CNC4	6088
77	CNC5	6164
78	CNC6	6217
79	CNC7	6293
80	CNC8	6346
81	CNC1	6565
82	CNC2	6618
83	CNC3	6694
84	CNC4	6747
85	CNC5	6823
86	CNC6	6876
87	CNC7	6952
88	CNC8	7005
89	CNC1	7224
90	CNC2	7277
91	CNC3	7353
92	CNC4	7406
93	CNC5	7482
94	CNC6	7535
95	CNC7	7611
96	CNC8	7664
97	CNC1	7883
98	CNC2	7936
99	CNC3	8012
100	CNC4	8065
101	CNC5	8141
102	CNC6	8194
103	CNC7	8270
104	CNC8	8323
105	CNC1	8542
106	CNC2	8595
107	CNC3	8671
108	CNC4	8724
109	CNC5	8800
110	CNC6	8853
111	CNC7	8929
112	CNC8	8982
113	CNC1	9201
114	CNC2	9254
115	CNC3	9330
116	CNC4	9383
117	CNC5	9459
118	CNC6	9512
119	CNC7	9588
120	CNC8	9641
121	CNC1	9860
122	CNC2	9913
123	CNC3	9989
124	CNC4	10042
125	CNC5	10118
126	CNC6	10171
127	CNC7	10247
128	CNC8	10300
129	CNC1	10519
130	CNC2	10572
131	CNC3	10648
132	CNC4	10701
133	CNC5	10777
134	CNC6	10830
135	CNC7	10906
136	CNC8	10959
137	CNC1	11178
138	CNC2	11231
139	CNC3	11307
140	CNC4	11360
141	CNC5	11436
142	CNC6	11489
143	CNC7	11565
144	CNC8	11618
145	CNC1	11837
146	CNC2	11890
147	CNC3	11966
148	CNC4	12019
149	CNC5	12095
150	CNC6	12148
151	CNC7	12224
152	CNC8	12277
153	CNC1	12496
154	CNC2	12549
155	CNC3	12625
156	CNC4	12678
157	CNC5	12754
158	CNC6	12807
159	CNC7	12883
160	CNC8	12936
161	CNC1	13155
162	CNC2	13208
163	CNC3	13284
164	CNC4	13337
165	CNC5	13413
166	CNC6	13466
167	CNC7	13542
168	CNC8	13595
169	CNC1	13814
170	CNC2	13867
171	CNC3	13943
172	CNC4	13996
173	CNC5	14072
174	CNC6	14125
175	CNC7	14201
176	CNC8	14254
177	CNC1	14473
178	CNC2	14526
179	CNC3	14602
180	CNC4	14655
181	CNC5	14731
182	CNC6	14784
183	CNC7	14860
184	CNC8	14913
185	CNC1	15132
186	CNC2	15185
187	CNC3	15261
188	CNC4	15314
189	CNC5	15390
190	CNC6	15443
191	CNC7	15519
192	CNC8	15572
193	CNC1	15791
194	CNC2	15844
195	CNC3	15920
196	CNC4	15973
197	CNC5	16049
198	CNC6	16102
199	CNC7	16178
200	CNC8	16231
201	CNC1	16450
202	CNC2	16503
203	CNC3	16579
204	CNC4	16632
205	CNC5	16708
206	CNC6	16761
207	CNC7	16837
208	CNC8	16890
209	CNC1	17109
210	CNC2	17162
211	CNC3	17238
212	CNC4	17291
213	CNC5	17367
214	CNC6	17420
215	CNC7	17496
216	CNC8	17549
217	CNC1	17768
218	CNC2	17821
219	CNC3	17897
220	CNC4	17950
221	CNC5	18026
222	CNC6	18079
223	CNC7	18155
224	CNC8	18208
225	CNC1	18427
226	CNC2	18480
227	CNC3	18556
228	CNC4	18609
229	CNC5	18685
230	CNC6	18738
231	CNC7	18814
232	CNC8	18867
233	CNC1	19086
234	CNC2	19139
235	CNC3	19215
236	CNC4	19268
237	CNC5	19344
238	CNC6	19397
239	CNC7	19473
240	CNC8	19526
241	CNC1	19745
242	CNC2	19798
243	CNC3	19874
244	CNC4	19927
245	CNC5	20003
246	CNC6	20056
247	CNC7	20132
248	CNC8	20185
249	CNC1	20404
250	CNC2	20457
251	CNC3	20533
252	CNC4	20586
253	CNC5	20662
254	CNC6	20715
255	CNC7	20791
256	CNC8	20844
257	CNC1	21063
258	CNC2	21116
259	CNC3	21192
260	CNC4	21245
261	CNC5	21321
262	CNC6	21374
263	CNC7	21450
264	CNC8	21503
265	CNC1	21722
266	CNC2	21775
267	CNC3	21851
268	CNC4	21904
269	CNC5	21980
270	CNC6	22033
271	CNC7	22109
272	CNC8	22162
273	CNC1	22381
274	CNC2	22434
275	CNC3	22510
276	CNC4	22563
277	CNC5	22639
278	CNC6	22692
279	CNC7	22768
280	CNC8	22821
281	CNC1	23040
282	CNC2	23093
283	CNC3	23169
284	CNC4	23222
285	CNC5	23298
286	CNC6	23351
287	CNC7	23427
288	CNC8	23480
289	CNC1	23699
290	CNC2	23752
291	CNC3	23828
292	CNC4	23881
293	CNC5	23957
294	CNC6	24010
295	CNC7	24086
296	CNC8	24139
297	CNC1	24358
298	CNC2	24411
299	CNC3	24487
300	CNC4	24540
301	CNC5	24616
302	CNC6	24669
303	CNC7	24745
304	CNC8	24798
305	CNC1	25017
306	CNC2	25070
307	CNC3	25146
308	CNC4	25199
309	CNC5	25275
310	CNC6	25328
311	CNC7	25404
312	CNC8	25457
313	CNC1	25676
314	CNC2	25729
315	CNC3	25805
316	CNC4	25858
317	CNC5	25934
318	CNC6	25987
319	CNC7	26063
320	CNC8	26116
321	CNC1	26335
322	CNC2	26388
323	CNC3	26464
324	CNC4	26517
325	CNC5	26593
326	CNC6	26646
327	CNC7	26722
328	CNC8	26775
329	CNC1	26994
330	CNC2	27047
331	CNC3	27123
332	CNC4	27176
333	CNC5	27252
334	CNC6	27305
335	CNC7	27381
336	CNC8	27434
337	CNC1	27653
338	CNC2	27706
339	CNC3	27782
340	CNC4	27835
341	CNC5	27911
342	CNC6	27964
343	CNC7	28040
344	CNC8	28093
345	CNC1	28312
346	CNC2	28365
347	CNC3	28441
348	CNC4	28494
349	CNC5	28570
350	CNC6	28623
351	CNC7	28699
352	CNC8	28752
