1	CNC1	0
2	CNC2	27
3	CNC3	77
4	CNC4	104
5	CNC5	154
6	CNC6	181
7	CNC7	231
8	CNC8	258
9	CNC1	618
10	CNC2	670
11	CNC3	745
12	CNC4	797
13	CNC5	872
14	CNC6	924
15	CNC7	999
16	CNC8	1051
17	CNC1	1261
18	CNC2	1313
19	CNC3	1388
20	CNC4	1440
21	CNC5	1515
22	CNC6	1567
23	CNC7	1642
24	CNC8	1694
25	CNC1	1904
26	CNC2	1956
27	CNC3	2031
28	CNC4	2083
29	CNC5	2158
30	CNC6	2210
31	CNC7	2285
32	CNC8	2337
33	CNC1	2547
34	CNC2	2599
35	CNC3	2674
36	CNC4	2726
37	CNC5	2801
38	CNC6	2853
39	CNC7	2928
40	CNC8	2980
41	CNC1	3190
42	CNC2	3242
43	CNC3	3317
44	CNC4	3369
45	CNC5	3444
46	CNC6	3496
47	CNC7	3571
48	CNC8	3623
49	CNC1	3833
50	CNC2	3885
51	CNC3	3960
52	CNC4	4012
53	CNC5	4087
54	CNC6	4139
55	CNC7	4214
56	CNC8	4266
57	CNC1	4476
58	CNC2	4528
59	CNC3	4603
60	CNC4	4655
61	CNC5	4730
62	CNC6	4782
63	CNC7	4857
64	CNC8	4909
65	CNC1	5119
66	CNC2	5171
67	CNC3	5246
68	CNC4	5298
69	CNC5	5373
70	CNC6	5425
71	CNC7	5500
72	CNC8	5552
73	CNC1	5762
74	CNC2	5814
75	CNC3	5889
76	CNC4	5941
77	CNC5	6016
78	CNC6	6068
79	CNC7	6143
80	CNC8	6195
81	CNC1	6405
82	CNC2	6457
83	CNC3	6532
84	CNC4	6584
85	CNC5	6659
86	CNC6	6711
87	CNC7	6786
88	CNC8	6838
89	CNC1	7048
90	CNC2	7100
91	CNC3	7175
92	CNC4	7227
93	CNC5	7302
94	CNC6	7354
95	CNC7	7429
96	CNC8	7481
97	CNC1	7691
98	CNC2	7743
99	CNC3	7818
100	CNC4	7870
101	CNC5	7945
102	CNC6	7997
103	CNC7	8072
104	CNC8	8124
105	CNC1	8334
106	CNC2	8386
107	CNC3	8461
108	CNC4	8513
109	CNC5	8588
110	CNC6	8640
111	CNC7	8715
112	CNC8	8767
113	CNC1	8977
114	CNC2	9029
115	CNC3	9104
115	CNC4	9156	Error
116	CNC5	9231
117	CNC6	9283
118	CNC7	9358
119	CNC8	9410
120	CNC1	9620
121	CNC2	9672
122	CNC3	9747
123	CNC5	9846
124	CNC6	9898
125	CNC7	9973
126	CNC8	10025
127	CNC4	10114
128	CNC1	10235
129	CNC2	10287
130	CNC3	10362
131	CNC5	10461
132	CNC6	10513
133	CNC7	10588
134	CNC8	10640
135	CNC4	10748
136	CNC1	10850
137	CNC2	10902
138	CNC3	10977
139	CNC5	11076
140	CNC6	11128
141	CNC7	11203
142	CNC8	11255
143	CNC4	11382
144	CNC1	11465
144	CNC2	11517	Error
145	CNC3	11592
146	CNC5	11691
147	CNC6	11743
148	CNC7	11818
149	CNC8	11870
150	CNC4	12016
151	CNC1	12091
152	CNC2	12189
153	CNC3	12264
154	CNC5	12334
155	CNC6	12386
156	CNC7	12461
157	CNC8	12513
158	CNC4	12650
159	CNC1	12725
160	CNC2	12791
161	CNC3	12879
162	CNC5	12949
163	CNC6	13001
164	CNC7	13076
165	CNC8	13128
166	CNC4	13284
167	CNC1	13359
168	CNC2	13411
169	CNC3	13494
170	CNC5	13564
171	CNC6	13616
172	CNC7	13691
173	CNC8	13743
174	CNC4	13918
175	CNC1	13993
176	CNC2	14045
177	CNC3	14120
178	CNC5	14190
179	CNC6	14242
180	CNC7	14317
181	CNC8	14369
182	CNC4	14552
183	CNC1	14627
184	CNC2	14679
185	CNC3	14754
186	CNC5	14824
187	CNC6	14876
188	CNC7	14951
189	CNC8	15003
190	CNC4	15186
190	CNC1	15261	Error
191	CNC2	15313
192	CNC3	15388
193	CNC5	15458
194	CNC6	15510
195	CNC7	15585
196	CNC8	15637
197	CNC4	15820
198	CNC2	15933
199	CNC3	16008
200	CNC5	16078
201	CNC6	16130
202	CNC7	16205
203	CNC8	16257
204	CNC1	16360
205	CNC4	16440
206	CNC2	16553
207	CNC3	16628
